ticker,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Sale Of PPE,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Tax Payable,Change In Income Tax Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Pension And Employee Benefit Expense,Gain Loss On Sale Of Business,Net Income From Continuing Operations,Capital Expenditure Reported,Change In Other Working Capital,Change In Other Current Assets,Change In Accrued Expense,Change In Prepaid Assets,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Gain Loss On Investment Securities,Short Term Debt Payments,Short Term Debt Issuance,Provisionand Write Offof Assets,Issuance Of Capital Stock,Common Stock Issuance,Change In Other Current Liabilities,Unrealized Gain Loss On Investment Securities,Gain Loss On Sale Of PPE,Earnings Losses From Equity Investments,Other Cash Adjustment Inside Changein Cash,Net Preferred Stock Issuance,Preferred Stock Issuance,Net Foreign Currency Exchange Gain Loss,Amortization Of Securities,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Cash From Discontinued Operating Activities,Preferred Stock Dividend Paid,Dividend Received Cfo,Preferred Stock Payments,Net Investment Properties Purchase And Sale,Sale Of Investment Properties,Purchase Of Investment Properties,Other Cash Adjustment Outside Changein Cash,Change In Interest Payable,Dividends Received Cfi,Sale Of Intangibles,Excess Tax Benefit From Stock Based Compensation,Interest Received Cfi,Cash Flow From Discontinued Operation,Depletion,Interest Paid Cff,Taxes Refund Paid,Cash Flowsfromusedin Operating Activities Direct,Classesof Cash Payments,Other Cash Paymentsfrom Operating Activities,Paymentson Behalfof Employees,Classesof Cash Receiptsfrom Operating Activities,Other Cash Receiptsfrom Operating Activities,Dividend Paid Cfo,Interest Paid Cfo
MKC,647000000.0,-53100000.0,-801100000.0,495500000.0,-274900000.0,,,186100000.0,166600000.0,-50300000.0,69800000.0,-583100000.0,-583100000.0,-2000000.0,17500000.0,-451000000.0,-451000000.0,-53100000.0,-53100000.0,-94500000.0,211100000.0,-305600000.0,-801100000.0,495500000.0,-269000000.0,-269000000.0,5900000.0,,,,0.0,0.0,,,,,921900000.0,921900000.0,-83000000.0,135100000.0,135100000.0,135100000.0,,,-125000000.0,-20500000.0,-20500000.0,,47400000.0,0.0,-30300000.0,-30300000.0,208800000.0,208800000.0,-76300000.0,,0.0,788500000.0,-274900000.0,-72600000.0,,,,,,,,,,,,,,,,-74200000.0,,,,,,0.0,,,,,,66800000.0,,,,,,,,0.0,,,,,,,,,,,,,,
MCD,6672000000.0,-2824000000.0,-2777000000.0,2380000000.0,-2775000000.0,1523000000.0,2974000000.0,1085000000.0,4579000000.0,-101000000.0,-3393000000.0,-7495000000.0,-7493000000.0,-58000000.0,328000000.0,-4870000000.0,-4870000000.0,-2824000000.0,-2824000000.0,-71000000.0,326000000.0,-397000000.0,-2777000000.0,2380000000.0,-5346000000.0,-5346000000.0,-498000000.0,,,,-2195000000.0,311000000.0,-2506000000.0,122000000.0,122000000.0,,9447000000.0,9446000000.0,-438000000.0,-519000000.0,-302000000.0,-10000000.0,-292000000.0,-292000000.0,71000000.0,10000000.0,10000000.0,4000000.0,172000000.0,,-574000000.0,-574000000.0,2097000000.0,2097000000.0,-37000000.0,,-37000000.0,8223000000.0,-2775000000.0,,,-217000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCK,5226000000.0,-3146000000.0,-15605000000.0,15584000000.0,-859000000.0,273000000.0,1124000000.0,5691000000.0,4585000000.0,-16000000.0,1387000000.0,-3965000000.0,-3965000000.0,-554000000.0,,-345000000.0,-345000000.0,-3045000000.0,-3146000000.0,-21000000.0,0.0,-21000000.0,-519000000.0,498000000.0,-733000000.0,-733000000.0,-29000000.0,,,,155000000.0,179000000.0,-24000000.0,-537000000.0,,-537000000.0,6085000000.0,6085000000.0,1155000000.0,8301000000.0,8301000000.0,,,,-2270000000.0,-3935000000.0,,470000000.0,,98000000.0,-110000000.0,-110000000.0,636000000.0,636000000.0,485000000.0,,485000000.0,3481000000.0,-322000000.0,-136000000.0,,,,394000000.0,394000000.0,242000000.0,,-15086000000.0,15086000000.0,-130000000.0,101000000.0,101000000.0,-805000000.0,,,,0.0,,,,,,,,,,,,,,,,-265000000.0,,,,,,,,,,,,,,,,,
MDT,5185000000.0,-3235000000.0,-1070000000.0,3209000000.0,-1859000000.0,762000000.0,1819000000.0,2218000000.0,1284000000.0,188000000.0,746000000.0,-4361000000.0,-4361000000.0,-184000000.0,,-3589000000.0,-3589000000.0,-2727000000.0,-3235000000.0,2139000000.0,-1070000000.0,3209000000.0,0.0,3209000000.0,-1937000000.0,-1937000000.0,-249000000.0,269000000.0,8495000000.0,-8226000000.0,-98000000.0,,-98000000.0,-1859000000.0,,-1859000000.0,7044000000.0,7044000000.0,-1054000000.0,209000000.0,,,,,-292000000.0,-433000000.0,-433000000.0,310000000.0,429000000.0,0.0,-316000000.0,-316000000.0,2861000000.0,2861000000.0,,,,4691000000.0,,-538000000.0,,,,1807000000.0,1807000000.0,1054000000.0,,-1070000000.0,0.0,123000000.0,508000000.0,508000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRK,18096000000.0,-1306000000.0,-1290000000.0,3599000000.0,-3372000000.0,,,13318000000.0,6909000000.0,-293000000.0,6702000000.0,-7032000000.0,-7032000000.0,-372000000.0,177000000.0,-7840000000.0,-7840000000.0,-1306000000.0,-1306000000.0,2309000000.0,,2309000000.0,-1290000000.0,3599000000.0,-7734000000.0,-7734000000.0,-127000000.0,-142000000.0,377000000.0,-519000000.0,-4093000000.0,,-4093000000.0,,,,21468000000.0,21468000000.0,-3667000000.0,-1123000000.0,1205000000.0,182000000.0,1023000000.0,1023000000.0,-835000000.0,-244000000.0,-244000000.0,3966000000.0,761000000.0,39000000.0,-1249000000.0,-1249000000.0,4499000000.0,4499000000.0,-14000000.0,,,17133000000.0,-3372000000.0,-1416000000.0,,-2328000000.0,,2395000000.0,2395000000.0,2104000000.0,-14000000.0,,,,,,-49000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
META,54072000000.0,-30125000000.0,-1969000000.0,10432000000.0,-37256000000.0,486000000.0,10554000000.0,45438000000.0,42827000000.0,-786000000.0,3397000000.0,-40781000000.0,-40781000000.0,-14047000000.0,,-5072000000.0,-5072000000.0,-30125000000.0,-30125000000.0,8463000000.0,,8463000000.0,-1969000000.0,10432000000.0,-47150000000.0,-47150000000.0,129000000.0,-9753000000.0,15789000000.0,-25542000000.0,-270000000.0,,-270000000.0,-37256000000.0,,-37256000000.0,91328000000.0,91328000000.0,1048000000.0,696000000.0,373000000.0,373000000.0,,,,-1485000000.0,-1485000000.0,87000000.0,16690000000.0,383000000.0,-4738000000.0,-4738000000.0,15498000000.0,15498000000.0,,,,62360000000.0,,,-270000000.0,323000000.0,-698000000.0,,,,,,,,,,2805000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MET,14598000000.0,-3207000000.0,-2674000000.0,1853000000.0,,1037000000.0,1600000000.0,20068000000.0,20639000000.0,-545000000.0,-26000000.0,-3131000000.0,-3131000000.0,2868000000.0,,-1727000000.0,-1527000000.0,-3207000000.0,-3207000000.0,-821000000.0,,-821000000.0,-2674000000.0,1853000000.0,-11493000000.0,-11493000000.0,-173000000.0,-12201000000.0,69937000000.0,-82138000000.0,-358000000.0,1083000000.0,-1441000000.0,,,,14598000000.0,14598000000.0,1366000000.0,,,,,,,460000000.0,460000000.0,-3623000000.0,,,,,,714000000.0,2009000000.0,,,4444000000.0,,-1266000000.0,-518000000.0,,,,,,1165000000.0,,,,,,-580000000.0,,,844000000.0,,,,,-1512000000.0,,,,,,-200000000.0,,,-280000000.0,753000000.0,-1033000000.0,,,,,,,,,,,,,,,,,,
MTD,864448000.0,-849997000.0,-2175291000.0,2156565000.0,-103898000.0,75937000.0,209374000.0,59362000.0,69807000.0,-3352000.0,-7093000.0,-855977000.0,-855977000.0,-10973000.0,23719000.0,,,-849997000.0,-849997000.0,-18726000.0,,-18726000.0,-2175291000.0,2156565000.0,-119462000.0,-119462000.0,-7104000.0,,,,-10091000.0,,-10091000.0,-102267000.0,1631000.0,-103898000.0,968346000.0,968346000.0,-9796000.0,20091000.0,152000.0,12083000.0,-11931000.0,-11931000.0,24127000.0,-52999000.0,-52999000.0,,19979000.0,,-28198000.0,-28198000.0,123221000.0,123221000.0,,,,863140000.0,,,-1015000.0,19939000.0,,72869000.0,72869000.0,50352000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGM,1211906000.0,-1357890000.0,-2175000000.0,2100000000.0,-1150589000.0,406260000.0,266996000.0,2503064000.0,3014896000.0,-26883000.0,-484949000.0,-1564281000.0,-1564281000.0,-235807000.0,,0.0,0.0,-1357890000.0,-1357890000.0,29416000.0,104416000.0,-75000000.0,-2175000000.0,2100000000.0,-1283163000.0,-1283163000.0,,147883000.0,,,-295960000.0,,-295960000.0,13179000.0,13179000.0,,2362495000.0,2362495000.0,-361562000.0,-107395000.0,,,,,1275000.0,-157662000.0,-157662000.0,666787000.0,80224000.0,,-85116000.0,-85116000.0,831097000.0,831097000.0,83439000.0,,,1064608000.0,-1150589000.0,-132842000.0,,,35062000.0,,,,32237000.0,,,61089000.0,,,,,81316000.0,91387000.0,,,,-128588000.0,,,,,,,,21929000.0,,0.0,0.0,,0.0,,2324000.0,,,,,,,,,,,,,,,
MCHP,772100000.0,-96500000.0,-17605700000.0,17247700000.0,-126000000.0,236200000.0,175200000.0,771700000.0,319700000.0,,452000000.0,-158300000.0,-158300000.0,-82900000.0,-160100000.0,-975700000.0,,-31100000.0,-96500000.0,-358000000.0,-1176400000.0,818400000.0,-2491800000.0,3310200000.0,-287800000.0,-287800000.0,-161800000.0,,,,,,,,,,898100000.0,898100000.0,100100000.0,-347400000.0,-347400000.0,-345600000.0,-1800000.0,-1800000.0,31600000.0,454000000.0,454000000.0,9600000.0,180400000.0,0.0,-143300000.0,-143300000.0,750100000.0,750100000.0,1700000.0,,,-500000.0,-126000000.0,-38100000.0,,,,584300000.0,584300000.0,165800000.0,,-15113900000.0,13937500000.0,,1514900000.0,65400000.0,,,,,,1449500000.0,1449500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MU,121000000.0,-300000000.0,-1897000000.0,999000000.0,-8386000000.0,503000000.0,338000000.0,7052000000.0,8656000000.0,40000000.0,-1644000000.0,-1842000000.0,-1842000000.0,-131000000.0,,-513000000.0,-513000000.0,-300000000.0,-300000000.0,-898000000.0,,-898000000.0,-1897000000.0,999000000.0,-8309000000.0,-8309000000.0,282000000.0,-205000000.0,1794000000.0,-1999000000.0,0.0,0.0,,,,,8507000000.0,8507000000.0,-1165000000.0,1915000000.0,,,,,-488000000.0,-3581000000.0,,281000000.0,833000000.0,0.0,,,7780000000.0,7780000000.0,,,,778000000.0,-8386000000.0,,,,,,,,,,,,,,989000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,71611000000.0,-18420000000.0,-3216000000.0,0.0,-64551000000.0,,,30242000000.0,18315000000.0,63000000.0,11864000000.0,-51699000000.0,-51699000000.0,-2291000000.0,,-24082000000.0,-24082000000.0,-16364000000.0,-18420000000.0,-8962000000.0,-5746000000.0,-3216000000.0,-3216000000.0,0.0,-72599000000.0,-72599000000.0,2317000000.0,-4387000000.0,25388000000.0,-29775000000.0,-5978000000.0,,-5978000000.0,-64551000000.0,,-64551000000.0,136162000000.0,136162000000.0,-5350000000.0,569000000.0,569000000.0,569000000.0,,,309000000.0,-10581000000.0,-10581000000.0,,11974000000.0,943000000.0,-7056000000.0,-7056000000.0,34153000000.0,34153000000.0,202000000.0,,,101832000000.0,,5400000000.0,-5994000000.0,,,,,34153000000.0,202000000.0,,,,2056000000.0,2056000000.0,4947000000.0,-536000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAA,775920000.0,,-400000000.0,1091646000.0,-322372000.0,164883000.0,3343000.0,56761000.0,55091000.0,,1670000.0,-271123000.0,-271123000.0,-28411000.0,,-690588000.0,-686900000.0,1230000.0,,446646000.0,-245000000.0,691646000.0,-400000000.0,1091646000.0,-825499000.0,-825499000.0,20195000.0,9975000.0,9975000.0,,-2874000.0,,-2874000.0,,,,1098292000.0,1098292000.0,3789000.0,,,,,,,,,-5203000.0,15789000.0,,,,586402000.0,586402000.0,-44061000.0,,,541576000.0,-322372000.0,,,,,,,,-44061000.0,,,,1230000.0,1230000.0,,,,,,,,,,,,,,,-3688000.0,,,-530750000.0,84209000.0,-614959000.0,,,327000.0,,,,,,,,,,,,,,,
MRNA,-4055000000.0,0.0,,,-1051000000.0,24000000.0,197000000.0,1929000000.0,2928000000.0,,-999000000.0,56000000.0,56000000.0,,,,,66000000.0,0.0,-10000000.0,,-10000000.0,,,1949000000.0,1949000000.0,,3000000000.0,9529000000.0,-6529000000.0,0.0,,0.0,-1051000000.0,,-1051000000.0,-3004000000.0,-3004000000.0,-78000000.0,-454000000.0,-69000000.0,-69000000.0,,,83000000.0,534000000.0,534000000.0,60000000.0,429000000.0,,,,189000000.0,189000000.0,52000000.0,,,-3561000000.0,,-439000000.0,-53000000.0,-385000000.0,145000000.0,,,,,,,,66000000.0,66000000.0,106000000.0,,,52000000.0,,,,,-95000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHK,679500000.0,-162800000.0,-11421800000.0,10980900000.0,-454400000.0,68500000.0,137500000.0,666600000.0,642600000.0,-26000000.0,50000000.0,-629500000.0,-629500000.0,-25800000.0,,,,-162800000.0,-162800000.0,-440900000.0,537300000.0,-978200000.0,-1265700000.0,287500000.0,-454400000.0,-454400000.0,,0.0,0.0,0.0,0.0,,0.0,-454400000.0,,-454400000.0,1133900000.0,1133900000.0,-73500000.0,43800000.0,,,,,-79100000.0,-49200000.0,,60000000.0,27500000.0,8200000.0,-58200000.0,-58200000.0,638300000.0,638300000.0,13800000.0,,,517800000.0,,,56800000.0,,,,,,,-10156100000.0,10693400000.0,,,,-45800000.0,,13800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOH,544000000.0,-1000000000.0,-300000000.0,1040000000.0,-100000000.0,121000000.0,379000000.0,4741000000.0,4908000000.0,,-167000000.0,-347000000.0,-347000000.0,-87000000.0,,,,-1000000000.0,-1000000000.0,740000000.0,,740000000.0,-300000000.0,1040000000.0,-464000000.0,-464000000.0,1000000.0,-21000000.0,1111000000.0,-1132000000.0,-344000000.0,,-344000000.0,-100000000.0,,-100000000.0,644000000.0,644000000.0,-898000000.0,-378000000.0,-378000000.0,115000000.0,,,,-78000000.0,,8000000.0,116000000.0,0.0,53000000.0,53000000.0,186000000.0,186000000.0,,,,1179000000.0,,-385000000.0,,,-57000000.0,170000000.0,170000000.0,16000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAP,1236200000.0,-643400000.0,-883800000.0,863700000.0,-674100000.0,,,969300000.0,868900000.0,-23500000.0,123900000.0,-1138400000.0,-1138400000.0,-105700000.0,,-369200000.0,-369200000.0,-643400000.0,-643400000.0,-20100000.0,0.0,-20100000.0,-883800000.0,863700000.0,-648000000.0,-648000000.0,10200000.0,,,,-8600000.0,,-8600000.0,-649600000.0,24500000.0,-674100000.0,1910300000.0,1910300000.0,-178100000.0,-234400000.0,-234400000.0,,,,55100000.0,39600000.0,,205600000.0,43100000.0,0.0,345300000.0,345300000.0,759400000.0,759400000.0,20400000.0,,,1157700000.0,,-38400000.0,,,,206400000.0,206400000.0,553000000.0,,,,,,,,,51800000.0,-2700000.0,,,,-28700000.0,,,,,,,,,,,,,,,,,,,,,,-227100000.0,,,,,,,,-216000000.0
MDLZ,3523000000.0,-2334000000.0,-2897000000.0,1671000000.0,-1387000000.0,554000000.0,1474000000.0,1400000000.0,1884000000.0,-140000000.0,-344000000.0,-5780000000.0,-5780000000.0,129000000.0,,-2349000000.0,-2349000000.0,-2334000000.0,-2334000000.0,-1226000000.0,-343000000.0,-883000000.0,-2554000000.0,1671000000.0,526000000.0,526000000.0,,-157000000.0,320000000.0,-477000000.0,2054000000.0,2294000000.0,-240000000.0,16000000.0,16000000.0,,4910000000.0,4910000000.0,-969000000.0,1682000000.0,1682000000.0,1682000000.0,,,-458000000.0,-519000000.0,,-363000000.0,147000000.0,267000000.0,257000000.0,257000000.0,1302000000.0,1302000000.0,-469000000.0,,-4000000.0,4623000000.0,-1387000000.0,-151000000.0,-591000000.0,,,,,,-627000000.0,-343000000.0,0.0,,,,-932000000.0,,,162000000.0,,,,,,,,,,,,115000000.0,,,,,,,,,,,,,,,,,,,,,,
MPWR,642292000.0,-636244000.0,,,-146118000.0,,79562000.0,691941000.0,561181000.0,-8470000.0,139230000.0,-872227000.0,-872227000.0,-4087000.0,8727000.0,-240623000.0,-240623000.0,-636244000.0,-636244000.0,,,,,,223047000.0,223047000.0,-22981000.0,425429000.0,1508135000.0,-1082706000.0,-33283000.0,,-33283000.0,-146118000.0,,-146118000.0,788410000.0,788410000.0,92068000.0,65414000.0,36395000.0,23169000.0,13226000.0,13226000.0,-35215000.0,7325000.0,7325000.0,28000.0,205640000.0,,-1302911000.0,-1302911000.0,36430000.0,36430000.0,-9400000.0,-9400000.0,,1786700000.0,,,54544000.0,29019000.0,,,,,,,,,,,,,,0.0,,,,,-20145000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNST,1622099000.0,-3771875000.0,-375000000.0,750000000.0,-306434000.0,25270000.0,476223000.0,1533287000.0,2297675000.0,-97619000.0,-666769000.0,-3329029000.0,-3329029000.0,-2904000.0,,,,-3692902000.0,-3771875000.0,366777000.0,-8223000.0,375000000.0,-375000000.0,750000000.0,733727000.0,733727000.0,1635000.0,1035794000.0,1377915000.0,-342121000.0,0.0,,0.0,-261342000.0,2732000.0,-264074000.0,1928533000.0,1928533000.0,107640000.0,-27735000.0,-52053000.0,-61491000.0,9438000.0,9438000.0,211503000.0,-93915000.0,-93915000.0,13521000.0,90985000.0,135282000.0,-11705000.0,-11705000.0,80434000.0,80434000.0,3328000.0,,,1509048000.0,,-7624000.0,,24318000.0,12021000.0,,,,,,,,78973000.0,78973000.0,13390000.0,,3328000.0,,,,,,,-42360000.0,-42360000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCO,2521000000.0,-1383000000.0,0.0,496000000.0,-317000000.0,,,2408000000.0,2130000000.0,-58000000.0,336000000.0,-1446000000.0,-1446000000.0,-12000000.0,73000000.0,-620000000.0,-620000000.0,-1383000000.0,-1383000000.0,496000000.0,,496000000.0,0.0,496000000.0,-1056000000.0,-1056000000.0,,-516000000.0,135000000.0,-651000000.0,-223000000.0,2000000.0,-225000000.0,,,,2838000000.0,2838000000.0,150000000.0,225000000.0,,,,,,-187000000.0,-187000000.0,32000000.0,220000000.0,,-62000000.0,-62000000.0,431000000.0,431000000.0,-7000000.0,,-7000000.0,2059000000.0,-317000000.0,154000000.0,-53000000.0,,,198000000.0,198000000.0,233000000.0,,,,15000000.0,,,11000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,-2100000000.0,-4199000000.0,-80230000000.0,108365000000.0,-3462000000.0,46359000000.0,1885000000.0,105386000000.0,89232000000.0,-2504000000.0,18658000000.0,46756000000.0,46756000000.0,4008000000.0,,-6138000000.0,,-4199000000.0,-4199000000.0,28135000000.0,,28135000000.0,-80230000000.0,108365000000.0,-29460000000.0,-29460000000.0,-1485000000.0,-1895000000.0,37292000000.0,-39187000000.0,,,,-3462000000.0,,,1362000000.0,1362000000.0,-19370000000.0,-25550000000.0,-25550000000.0,,,,,-5308000000.0,,4000000.0,1622000000.0,,152000000.0,152000000.0,5161000000.0,5161000000.0,,,,13529000000.0,,31897000000.0,,,,,,,,,,,995000000.0,,,,,,,995000000.0,995000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOS,47400000.0,-235400000.0,-16846800000.0,17103100000.0,-1251800000.0,228700000.0,337000000.0,305000000.0,360800000.0,37900000.0,-93700000.0,-131900000.0,-131900000.0,117900000.0,,-270700000.0,-270700000.0,-235400000.0,-235400000.0,256300000.0,253200000.0,3100000.0,-67200000.0,70300000.0,-1261000000.0,-1261000000.0,-9200000.0,,,,0.0,0.0,0.0,,,,1299200000.0,1299200000.0,21100000.0,96400000.0,,,,,-275600000.0,59200000.0,,219500000.0,31800000.0,,-142900000.0,-142900000.0,1025500000.0,,-29500000.0,0.0,0.0,202000000.0,-1251800000.0,,-79200000.0,,,,,,101700000.0,-16779600000.0,17032800000.0,,,,220300000.0,-28300000.0,,-593900000.0,,,,462700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI,2134000000.0,-247000000.0,-1906000000.0,1288000000.0,-257000000.0,253000000.0,627000000.0,2102000000.0,1705000000.0,-39000000.0,436000000.0,-1448000000.0,-1448000000.0,-4000000.0,,-654000000.0,-654000000.0,-172000000.0,-247000000.0,-618000000.0,,-618000000.0,-1906000000.0,1288000000.0,-507000000.0,-507000000.0,,40000000.0,40000000.0,,-290000000.0,,-290000000.0,,,,2391000000.0,2391000000.0,-371000000.0,302000000.0,302000000.0,302000000.0,,,62000000.0,-246000000.0,-246000000.0,16000000.0,243000000.0,0.0,,,336000000.0,336000000.0,585000000.0,,,1582000000.0,-257000000.0,-276000000.0,-213000000.0,,,152000000.0,152000000.0,184000000.0,,,,,75000000.0,75000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI,1386509000.0,-885266000.0,-559063000.0,556875000.0,-115118000.0,179952000.0,201028000.0,409351000.0,461693000.0,-7406000.0,-44936000.0,-1402308000.0,-1402308000.0,-5745000.0,,-509109000.0,-509109000.0,-885266000.0,-885266000.0,-2188000.0,,-2188000.0,-559063000.0,556875000.0,-144255000.0,-144255000.0,-1670000.0,,,,-27467000.0,,-27467000.0,,,,1501627000.0,1501627000.0,72743000.0,37180000.0,21146000.0,4963000.0,16183000.0,16183000.0,,10226000.0,10226000.0,2439000.0,95204000.0,0.0,14328000.0,14328000.0,206275000.0,206275000.0,1510000.0,,,1109128000.0,-115118000.0,46196000.0,402000.0,16034000.0,1099000.0,164037000.0,164037000.0,42238000.0,,,,,,,-22360000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAQ,1732000000.0,-145000000.0,-521000000.0,0.0,-207000000.0,405000000.0,358000000.0,5006000000.0,7118000000.0,-537000000.0,-1575000000.0,-2561000000.0,-2561000000.0,-1003000000.0,-60000000.0,-541000000.0,-541000000.0,-145000000.0,-145000000.0,-812000000.0,-291000000.0,-521000000.0,-521000000.0,0.0,-953000000.0,-953000000.0,-739000000.0,-7000000.0,199000000.0,-206000000.0,0.0,,0.0,-207000000.0,,-207000000.0,1939000000.0,1939000000.0,46000000.0,209000000.0,175000000.0,-60000000.0,,,,-193000000.0,,104000000.0,141000000.0,0.0,-67000000.0,-67000000.0,613000000.0,613000000.0,-13000000.0,,,1115000000.0,,67000000.0,-50000000.0,34000000.0,,,,,,,,,,,13000000.0,,,-16000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTAP,1338000000.0,-1150000000.0,-400000000.0,1240000000.0,-168000000.0,53000000.0,412000000.0,2749000000.0,1909000000.0,15000000.0,825000000.0,-828000000.0,-828000000.0,-202000000.0,108000000.0,-424000000.0,-424000000.0,-1150000000.0,-1150000000.0,840000000.0,,840000000.0,-400000000.0,1240000000.0,147000000.0,147000000.0,70000000.0,245000000.0,2027000000.0,-1782000000.0,0.0,,0.0,-168000000.0,,-168000000.0,1506000000.0,1506000000.0,-250000000.0,-153000000.0,-215000000.0,-8000000.0,-207000000.0,-207000000.0,-1000000.0,-219000000.0,-219000000.0,41000000.0,386000000.0,,-100000000.0,-100000000.0,243000000.0,243000000.0,,,,1186000000.0,,208000000.0,-87000000.0,62000000.0,,47000000.0,47000000.0,196000000.0,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFLX,6921826000.0,-6263746000.0,-400000000.0,1794460000.0,-439538000.0,674502000.0,1641530000.0,7807337000.0,7118515000.0,-416331000.0,1105153000.0,-4074427000.0,-4074427000.0,-38028000.0,,,,-5430859000.0,-6263746000.0,1394460000.0,,1394460000.0,-400000000.0,1794460000.0,-2181784000.0,-2181784000.0,,-1742246000.0,0.0,-1742246000.0,0.0,,0.0,-439538000.0,,-439538000.0,7361364000.0,7361364000.0,-33075000.0,313252000.0,121353000.0,121353000.0,,,,,,-16507974000.0,272588000.0,,-590698000.0,-590698000.0,15630431000.0,15630431000.0,-121539000.0,,,8711631000.0,,-368507000.0,22180000.0,191899000.0,,15301517000.0,15301517000.0,328914000.0,,,,,832887000.0,832887000.0,,,,,,,,-121539000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEM,2961000000.0,-1246000000.0,-3947000000.0,3476000000.0,-3402000000.0,317000000.0,966000000.0,3650000000.0,3100000000.0,-20000000.0,570000000.0,-2953000000.0,-2953000000.0,-91000000.0,,-1145000000.0,-1145000000.0,-1246000000.0,-1246000000.0,-471000000.0,,-471000000.0,-3947000000.0,3476000000.0,-2702000000.0,-2855000000.0,44000000.0,-17000000.0,49000000.0,-66000000.0,-40000000.0,56000000.0,-96000000.0,-2842000000.0,560000000.0,-3402000000.0,6363000000.0,6318000000.0,-1025000000.0,319000000.0,233000000.0,-2000000.0,235000000.0,235000000.0,-534000000.0,-441000000.0,,121000000.0,89000000.0,78000000.0,80000000.0,80000000.0,2576000000.0,2576000000.0,1080000000.0,1000000.0,,3381000000.0,,-433000000.0,64000000.0,86000000.0,,,,,,,,,,,,-62000000.0,,,-138000000.0,,,,,,,,153000000.0,45000000.0,,,,,,,,,,,,,,,,,,,,,,,,
NWSA,571000000.0,-150000000.0,-203000000.0,61000000.0,-407000000.0,93000000.0,208000000.0,2403000000.0,1960000000.0,25000000.0,418000000.0,-524000000.0,-524000000.0,-47000000.0,,-185000000.0,-185000000.0,-150000000.0,-150000000.0,-142000000.0,,-142000000.0,-203000000.0,61000000.0,-406000000.0,-406000000.0,-23000000.0,,,,24000000.0,274000000.0,-250000000.0,0.0,0.0,,978000000.0,978000000.0,-206000000.0,-64000000.0,-64000000.0,-64000000.0,,,-46000000.0,-96000000.0,,-33000000.0,,12000000.0,83000000.0,83000000.0,459000000.0,459000000.0,15000000.0,,,648000000.0,-407000000.0,,,,,,,,,,,,,,,,,15000000.0,,,,,,,,,,,,,,,,,,,,,,,370000000.0,,,,,,,,,,,
